time,seconds_elapsed,z,y,x
1718308881105478400,0.026478515625,0.016681242734193802,-0.15611210465431213,0.12431290000677109
1718308881160227300,0.081227294921875,-0.018029067665338516,0.11691915988922119,0.06898333132266998
1718308881209998300,0.130998291015625,-0.01432008296251297,-0.13032524287700653,0.10583189129829407
1718308881259770400,0.180770263671875,0.08646857738494873,-0.026337331160902977,-0.05576419457793236
1718308881309542400,0.23054248046875,0.024690166115760803,0.031922511756420135,-0.07606680691242218
1718308881359313200,0.280313232421875,0.05877330154180527,0.006019010208547115,0.09182286262512207
1718308881409085200,0.330085205078125,0.10692218691110611,-0.026627881452441216,0.1343088001012802
1718308881458856400,0.3798564453125,0.01847567968070507,-0.0017156084068119526,0.021762553602457047
1718308881508628500,0.42962841796875,0.022491993382573128,-0.01865704171359539,0.0667012631893158
1718308881558399500,0.4793994140625,0.06519258767366409,0.01834305375814438,-0.03471643477678299
1718308881608171500,0.529171630859375,0.05191566050052643,-0.029036445543169975,-0.09912338852882385
1718308881657942000,0.57894189453125,-0.02394501306116581,-0.028332572430372238,0.06258668005466461
1718308881707714000,0.628714111328125,-0.037336986511945724,-0.0017382452497258782,-0.1422886997461319
1718308881757485000,0.678485107421875,0.013138172216713428,-0.015381619334220886,-0.04399515315890312
1718308881807257000,0.728257080078125,-0.0024676851462572813,-0.03303118795156479,-0.022012092173099518
1718308881857028000,0.778028076171875,0.09698620438575745,0.09919928759336472,-0.12098048627376556
1718308881906800000,0.827800048828125,0.15390487015247345,0.31531640887260437,-0.12895691394805908
1718308881956571100,0.877571044921875,0.19827952980995178,0.36687493324279785,-0.14087270200252533
1718308882006343200,0.92734326171875,0.5143983364105225,0.3706638216972351,-0.8887261152267456
1718308882056114200,0.9771142578125,1.0903040170669556,0.47424694895744324,-0.49356284737586975
1718308882105886200,1.02688623046875,0.24454796314239502,1.9550209045410156,1.465574860572815
1718308882155657000,1.076656982421875,-2.3295538425445557,-1.5040225982666016,2.4760584831237793
1718308882205429000,1.126428955078125,-0.2850029766559601,1.9829596281051636,-0.29062145948410034
1718308882255200300,1.1762001953125,0.6925014853477478,-1.0856565237045288,0.09558723866939545
1718308882304972300,1.22597216796875,0.35111621022224426,-2.8002471923828125,0.779832661151886
1718308882354743000,1.275742919921875,-0.5232291221618652,-1.0063941478729248,-0.11703767627477646
1718308882404515000,1.32551513671875,-0.9730705618858337,-1.7915984392166138,0.06822752207517624
1718308882454286000,1.3752861328125,-1.2236831188201904,-1.5910595655441284,-0.6182291507720947
1718308882504057000,1.42505712890625,-0.6015651822090149,-1.1664648056030273,-0.22900068759918213
1718308882553829000,1.4748291015625,-0.3980584144592285,-0.9075744152069092,-0.5097074508666992
1718308882603600100,1.52460009765625,-0.38691389560699463,-0.6388310790061951,-0.23174214363098145
1718308882653372200,1.5743720703125,-0.3566198945045471,-0.3435203433036804,-0.1966395527124405
1718308882703143200,1.62414306640625,-0.3935222625732422,0.046058040112257004,-0.26045021414756775
1718308882752915200,1.673915283203125,-0.3474096357822418,-0.15434803068637848,-0.35454848408699036
1718308882802686200,1.723686279296875,-0.3792751431465149,0.2791895568370819,-0.4842950403690338
1718308882852458000,1.7734580078125,-0.24664972722530365,0.13761219382286072,-0.5337307453155518
1718308882902229000,1.82322900390625,-0.1391480416059494,-0.3014504015445709,0.038233671337366104
1718308882952001000,1.8730009765625,0.013102485798299313,-0.18683433532714844,-0.10985326021909714
1718308883001772300,1.922772216796875,-0.1461460292339325,-0.25625574588775635,0.1508723348379135
1718308883051544000,1.9725439453125,-0.08976397663354874,0.24172420799732208,-0.15018923580646515
1718308883101315000,2.022315185546875,-0.19726699590682983,0.07186619937419891,-0.01900671422481537
1718308883151087000,2.072087158203125,-0.15715207159519196,-0.05927877128124237,-0.26001691818237305
1718308883200858000,2.121858154296875,-0.059962935745716095,0.013789582066237926,-0.0781073197722435
1718308883250629000,2.171629150390625,0.08446268737316132,-0.07752116024494171,0.0022687469609081745
1718308883300401200,2.221401123046875,0.2823121249675751,-0.14722301065921783,0.3833596408367157
1718308883350172200,2.271172119140625,0.17752578854560852,-0.07403907179832458,0.17925257980823517
1718308883399944200,2.320944091796875,0.23040923476219177,0.8156620264053345,-0.6230478882789612
1718308883449715200,2.370715087890625,0.00033182985498569906,0.09635663032531738,-0.572925329208374
1718308883499487200,2.4204873046875,-0.053233660757541656,0.16738659143447876,-0.9565123915672302
1718308883579121200,2.50012109375,-0.26934465765953064,-0.04724447801709175,-1.3638956546783447
1718308883628892200,2.54989208984375,-0.24905109405517578,0.4358731806278229,-1.6182514429092407
1718308883678664000,2.599663818359375,-0.5021861791610718,-0.40655070543289185,-0.9881216883659363
1718308883728434700,2.6494345703125,-0.33194971084594727,-0.8278087377548218,-0.4961671531200409
1718308883778206700,2.699206787109375,-0.41304296255111694,-0.10847055166959763,-0.8129310011863708
1718308883827978000,2.74897802734375,-0.3179324269294739,-0.4587915539741516,-0.3455158472061157
1718308883877750000,2.79875,-0.18610168993473053,-0.3985990583896637,-0.4967104196548462
1718308883927520800,2.848520751953125,0.28487592935562134,-1.2217129468917847,0.1790003776550293
1718308883977292800,2.898292724609375,0.379716694355011,-2.1318821907043457,0.7517688274383545
1718308884027063800,2.948063720703125,0.8454902768135071,-3.3848485946655273,0.6988848447799683
1718308884076834800,2.997834716796875,1.9350930452346802,-4.122788906097412,1.2806878089904785
1718308884126606800,3.04760693359375,3.0787651538848877,-6.4694929122924805,1.2873129844665527
1718308884176377900,3.0973779296875,2.861893892288208,-5.729454517364502,2.155190944671631
1718308884226150000,3.14714990234375,2.924323081970215,-4.7816972732543945,2.666489839553833
1718308884275921000,3.1969208984375,2.100219488143921,-3.706559419631958,4.24565315246582
1718308884325693000,3.24669287109375,0.7222556471824646,-0.844603419303894,3.351083993911743
1718308884375464000,3.2964638671875,-2.524315118789673,-0.1929319053888321,1.7151638269424438
1718308884425234700,3.346234619140625,-1.1963862180709839,1.735156774520874,-2.6167562007904053
1718308884475006700,3.3960068359375,-1.1669657230377197,0.7091765999794006,-0.4394463300704956
1718308884524778000,3.445778076171875,1.9944431781768799,-2.9655938148498535,2.0188963413238525
1718308884574550000,3.495550048828125,1.8781168460845947,1.442870020866394,0.3849426209926605
1718308884624320800,3.54532080078125,-0.30602598190307617,2.2343521118164062,-0.62882399559021
1718308884674093000,3.595093017578125,-1.354191780090332,2.2116541862487793,-1.2222164869308472
1718308884723864000,3.644864013671875,0.9695315361022949,-0.6556068658828735,-1.5846633911132812
1718308884773636000,3.694635986328125,4.840498924255371,-5.294435501098633,-1.9044100046157837
1718308884823406800,3.74440673828125,3.422692060470581,-0.4897947311401367,2.8278539180755615
1718308884873178000,3.79417822265625,0.12579521536827087,0.7525289058685303,-0.4510265588760376
1718308884922950100,3.8439501953125,1.5140233039855957,1.5098373889923096,-1.4149646759033203
1718308884972721200,3.89372119140625,2.2680931091308594,0.9333537817001343,-0.04717443510890007
