time,seconds_elapsed,z,y,x
1718292420988100900,0.048100830078125,-0.960174560546875,-0.221466064453125,-0.165802001953125
1718292421037871900,0.097871826171875,-0.935546875,-0.2559967041015625,-0.1854095458984375
1718292421087643000,0.147642822265625,-0.9443206787109375,-0.243255615234375,-0.1736297607421875
1718292421137415200,0.197415283203125,-0.9771728515625,-0.2351531982421875,-0.1637420654296875
1718292421187186200,0.247186279296875,-0.9641571044921875,-0.24676513671875,-0.170501708984375
1718292421236957200,0.296957275390625,-0.968902587890625,-0.2374267578125,-0.16680908203125
1718292421286728200,0.346728271484375,-0.880035400390625,-0.2515716552734375,-0.170135498046875
1718292421336500200,0.396500244140625,-0.9722442626953125,-0.2462615966796875,-0.180816650390625
1718292421386271200,0.446271240234375,-0.963653564453125,-0.249725341796875,-0.1623077392578125
1718292421436042000,0.4960419921875,-0.9402618408203125,-0.2388916015625,-0.161376953125
1718292421485813200,0.545813232421875,-0.9519195556640625,-0.2582855224609375,-0.186248779296875
1718292421535584300,0.595584228515625,-0.9498443603515625,-0.25115966796875,-0.1689605712890625
1718292421585356300,0.645356201171875,-0.9325714111328125,-0.2509918212890625,-0.1601104736328125
1718292421635127000,0.695126953125,-0.960235595703125,-0.2541961669921875,-0.170440673828125
1718292421684898000,0.74489794921875,-0.9625091552734375,-0.2558441162109375,-0.1677093505859375
1718292421734669300,0.79466943359375,-0.95355224609375,-0.2762298583984375,-0.195068359375
1718292421784440300,0.8444404296875,-0.998199462890625,-0.281036376953125,-0.1905975341796875
1718292421834212000,0.894212158203125,-1.0642547607421875,-0.3159332275390625,-0.1983489990234375
1718292421883983000,0.943983154296875,-0.9497222900390625,-0.3405914306640625,-0.1432342529296875
1718292421933754000,0.993754150390625,-0.986968994140625,-0.3415985107421875,-0.1378326416015625
1718292421987258000,1.047258056640625,-0.8668060302734375,-0.40093994140625,-0.153564453125
1718292422037030100,1.097030029296875,-0.692413330078125,-0.4565582275390625,0.055328369140625
1718292422086801400,1.146801513671875,-0.7228240966796875,-0.436767578125,-0.14215087890625
1718292422136572200,1.196572265625,-0.769622802734375,-0.5085601806640625,-0.1634521484375
1718292422186343200,1.24634326171875,-0.83734130859375,-0.5027008056640625,-0.046600341796875
1718292422236114200,1.2961142578125,-0.8213958740234375,-0.534027099609375,-0.0724639892578125
1718292422285886200,1.34588623046875,-0.8435821533203125,-0.54974365234375,-0.1414947509765625
1718292422335657200,1.3956572265625,-0.7388458251953125,-0.5187835693359375,-0.1018218994140625
1718292422385428200,1.44542822265625,-0.8250885009765625,-0.50311279296875,-0.076385498046875
1718292422435199200,1.49519921875,-0.8875579833984375,-0.4738922119140625,-0.08038330078125
1718292422484970000,1.544969970703125,-0.8701019287109375,-0.46649169921875,-0.0507659912109375
1718292422534741200,1.5947412109375,-1.0665740966796875,-0.42047119140625,0.0157928466796875
1718292422584513300,1.64451318359375,-0.9737548828125,-0.450439453125,-0.054931640625
1718292422634284300,1.6942841796875,-0.9420623779296875,-0.418731689453125,-0.01141357421875
1718292422684055000,1.744054931640625,-0.831756591796875,-0.49493408203125,-0.1318359375
1718292422733826000,1.793825927734375,-0.880615234375,-0.438873291015625,-0.118682861328125
1718292422783597300,1.843597412109375,-0.8383026123046875,-0.4351806640625,-0.104217529296875
1718292422833369300,1.893369384765625,-0.9064788818359375,-0.392791748046875,-0.081146240234375
