time,seconds_elapsed,bpm
1718292832773628200,411.8336281738281,138
1718292836773628200,415.8336281738281,137
1718292841773628200,420.8336281738281,135
1718292850773628200,429.8336281738281,138
1718292855773628200,434.8336281738281,137
1718292860773628200,439.8336281738281,138
1718292861773628200,440.8336281738281,137
1718292868773628200,447.8336281738281,135
1718292875773628200,454.8336281738281,135
1718292876773628200,455.8336281738281,135
1718292881773628200,460.8336281738281,137
1718292886773628200,465.8336281738281,137
1718292892773628200,471.8336281738281,137
1718292899773628200,478.8336281738281,141
1718292902773628200,481.8336281738281,142
1718292909773628200,488.8336281738281,142
1718292913773628200,492.8336281738281,143
1718292916773628200,495.8336281738281,143
1718292925773628200,504.8336281738281,141
1718292930773628200,509.8336281738281,142
1718292931773628200,510.8336281738281,143
1718292939773628200,518.8336281738282,144
1718292941773628200,520.8336281738282,143
1718292948773628200,527.8336281738282,143
1718292951773628200,530.8336281738282,144
1718292958773628200,537.8336281738282,146
1718292965773628200,544.8336281738282,147
1718292967773628200,546.8336281738282,147
1718292975773628200,554.8336281738282,147
1718292980773628200,559.8336281738282,150
1718292984773628200,563.8336281738282,151
1718292986773628200,565.8336281738282,151
1718292995773628200,574.8336281738282,153
1718292996773628200,575.8336281738282,154.00000000000003
1718293001773628200,580.8336281738282,154.00000000000003
1718293010773628200,589.8336281738282,155
1718293012773628200,591.8336281738282,156
1718293020773628200,599.8336281738282,156
1718293023773628200,602.8336281738282,157
1718293027773628200,606.8336281738282,157
1718293032773628200,611.8336281738282,156
1718293039773628200,618.8336281738282,155
1718293045773628200,624.8336281738282,155
1718293047773628200,626.8336281738282,155
1718293055773628200,634.8336281738282,154.00000000000003
1718293056773628200,635.8336281738282,154.00000000000003
1718293065773628200,644.8336281738282,153
1718293066773628200,645.8336281738282,153
1718293074773628200,653.8336281738282,153
1718293077773628200,656.8336281738282,154.00000000000003
1718293083773628200,662.8336281738282,154.00000000000003
1718293090773628200,669.8336281738282,152
1718293091773628200,670.8336281738282,152
1718293100773628200,679.8336281738282,151
1718293105773628200,684.8336281738282,153
1718293110773628200,689.8336281738282,155
1718293115773628200,694.8336281738282,155
1718293119773628200,698.8336281738282,156
1718293121773628200,700.8336281738282,156
1718293127773628200,706.8336281738282,156
1718293135773628200,714.8336281738282,157
1718293140773628200,719.8336281738282,158
1718293141773628200,720.8336281738282,158
1718293146773628200,725.8336281738282,157
1718293153773628200,732.8336281738282,154.00000000000003
1718293160773628200,739.8336281738282,153
1718293161773628200,740.8336281738282,152
1718293170773628200,749.8336281738282,154.00000000000003
1718293175773628200,754.8336281738282,154.00000000000003
1718293179773628200,758.8336281738282,155
1718293184773628200,763.8336281738282,155
1718293188773628200,767.8336281738282,155
1718293192773628200,771.8336281738282,156
1718293200773628200,779.8336281738282,157
1718293202773628200,781.8336281738282,157
1718293206773628200,785.8336281738282,156
1718293211773628200,790.8336281738282,155
1718293220773628200,799.8336281738282,152
1718293225773628200,804.8336281738282,152
1718293230773628200,809.8336281738282,152
1718293234773628200,813.8336281738282,152
1718293236773628200,815.8336281738282,153
1718293245773628200,824.8336281738282,152
1718293248773628200,827.8336281738282,152
1718293253773628200,832.8336281738282,152
1718293257773628200,836.8336281738282,152
1718293264773628200,843.8336281738282,151
1718293266773628200,845.8336281738282,151
1718293275773628200,854.8336281738282,146
1718293279773628200,858.8336281738282,145
1718293282773628200,861.8336281738282,144
1718293286773628200,865.8336281738282,145
1718293291773628200,870.8336281738282,146
1718293296773628200,875.8336281738282,148
1718293304773628200,883.8336281738282,140
1718293306773628200,885.8336281738282,140
1718293312773628200,891.8336281738282,144
1718293317773628200,896.8336281738282,147
1718293325773628200,904.8336281738282,146
1718293328773628200,907.8336281738282,147
1718293331773628200,910.8336281738282,146
1718293340773628200,919.8336281738282,146
1718293341773628200,920.8336281738282,146
1718293346773628200,925.8336281738282,148
1718293352773628200,931.8336281738282,151
1718293360773628200,939.8336281738282,151
1718293365773628200,944.8336281738282,150
1718293368773628200,947.8336281738282,148
1718293373773628200,952.8336281738282,147
1718293376773628200,955.8336281738282,147
1718293385773628200,964.8336281738282,147
1718293390773628200,969.8336281738282,150
1718293395773628200,974.8336281738282,150
1718293400773628200,979.8336281738282,151
1718293405773628200,984.8336281738282,151
1718293410773628200,989.8336281738282,153
1718293413773628200,992.8336281738282,153
1718293418773628200,997.8336281738282,154.00000000000003
1718293425773628200,1004.8336281738282,152
1718293428773628200,1007.8336281738282,152
1718293432773628200,1011.8336281738282,150
1718293440773628200,1019.8336281738282,151
1718293445773628200,1024.8336281738282,151
1718293450773628200,1029.8336281738282,152
1718293455773628200,1034.8336281738282,153
1718293457773628200,1036.8336281738282,153
1718293463773628200,1042.8336281738282,154.00000000000003
1718293470773628200,1049.8336281738282,155
1718293472773628200,1051.8336281738282,155
1718293478773628200,1057.8336281738282,153
1718293485773628200,1064.8336281738282,153
1718293486773628200,1065.8336281738282,154.00000000000003
1718293494773628200,1073.8336281738282,157
1718293496773628200,1075.8336281738282,157
1718293503773628200,1082.8336281738282,152
1718293506773628200,1085.8336281738282,152
1718293511773628200,1090.8336281738282,149
1718293516773628200,1095.8336281738282,151
1718293523773628200,1102.8336281738282,149
1718293528773628200,1107.8336281738282,150
1718293535773628200,1114.8336281738282,148
1718293537773628200,1116.8336281738282,149
1718293543773628200,1122.8336281738282,151
1718293548773628200,1127.8336281738282,152
1718293551773628200,1130.8336281738282,151
1718293558773628200,1137.8336281738282,150
1718293565773628200,1144.8336281738282,151
1718293569773628200,1148.8336281738282,149
1718293571773628200,1150.8336281738282,147
1718293576773628200,1155.8336281738282,144
1718293585773628200,1164.8336281738282,145
